"Date","SOYBEANS","CORN","SOYBEAN.OIL","SOYBEAN.MEAL","WHEAT","SUGAR","COFFEE","HRW.WHEAT","COTTON"
"01/16/2014",1315,428,38.05,432,572.75,15.45,118.35,629.5,86.19
"01/17/2014",1316.5,424,37.74,434.5,563.5,15.22,117.15,623.25,86.8
"01/20/2014",1316.5,424,37.74,434.5,563.5,15.22,117.15,623.25,86.8
"01/21/2014",1280.5,425,38.1,416.5,562.25,15.22,116.2,621.25,88.13
"01/22/2014",1279.5,426.25,37.84,419.4,561.25,15.03,114.85,624.75,87.84
"01/23/2014",1277,429,37.86,418.7,570,15.04,115.2,632.25,87.33
"01/24/2014",1284.75,429.5,37.54,425.7,565.25,15.11,114.4,627.25,87.21
"01/27/2014",1287.75,431.75,37.06,430.9,563.5,14.8,113.85,622.5,84.25
"01/28/2014",1285.5,432,37.4,428.6,566,15.02,114.65,622,84.35
"01/29/2014",1269.25,427.5,37.1,423.3,551.5,14.74,117.1,608.75,85.55
"01/30/2014",1275,433.5,37.07,425.2,553.5,14.99,120,610.75,86.03
"01/31/2014",1282.75,434,37.64,426.1,555.75,15.55,125.2,615.5,85.83
"02/03/2014",1292.75,435.75,37.45,434,563.75,15.74,135.95,624.25,85.01
"02/04/2014",1313.25,441.75,37.71,447,584.5,16.06,136.25,646.5,85.4
"02/05/2014",1316.25,443.25,38.23,442,587.5,16.1,143.1,651.25,85.52
"02/06/2014",1325.75,443,38.66,446,580.75,15.85,135.75,648.75,86.31
"02/07/2014",1331.5,444.25,38.56,446.4,577.5,15.73,135.7,649.25,87.47
"02/10/2014",1325.5,443,38.73,444,584.75,15.64,136.2,662.75,87.37
"02/11/2014",1334.75,441.5,38.85,449.2,590.25,15.46,137.15,665.5,88.67
"02/12/2014",1323,440,38.99,443.5,587,15.81,141.05,663,88.37
"02/13/2014",1344.25,440.5,39.54,452.8,595.5,15.66,139.7,672.75,87.6
"02/14/2014",1337.5,445.25,39.15,450,598.5,15.63,139.9,674.5,87.55
"02/17/2014",1337.5,445.25,39.15,450,598.5,15.63,139.9,674.5,87.55
"02/18/2014",1361,449.5,40.36,456.9,612,16.16,152.65,685.75,87.91
"02/19/2014",1354.25,453.75,40.24,453,620.25,16.46,171.75,692.5,86.97
"02/20/2014",1358.25,455.75,40.57,450.9,616.25,16.33,168.8,691.75,86.37
"02/21/2014",1370.75,453,40.95,455.8,609.75,16.72,168.55,682.75,87.09
"02/24/2014",1386.5,451.5,40.75,465.9,617.75,17.41,175.6,689,87.92
"02/25/2014",1399,455.75,40.58,469.6,615,17.34,175.65,690.5,86.22
"02/26/2014",1407.25,455.5,41.2,468.3,600,17.29,177.1,679,85.37
"02/27/2014",1393.5,448,40.9,464,582.25,17.44,178.75,662.25,86.91
"02/28/2014",1414.25,457.5,41.52,467.9,599,16.47,179.8,677,86.59
"03/03/2014",1407.25,464,42.11,461.3,626.75,17.8,192.6,701.25,87.86
"03/04/2014",1418,476.75,43.46,458.8,639.75,17.74,185.15,704.25,88.32
"03/05/2014",1420,475.25,43.18,457.7,637.25,18.23,200.65,703.25,87.9
"03/06/2014",1437.5,485.75,44.27,458.4,641.5,18.32,194.8,706.25,90
"03/07/2014",1457.5,481,44.09,465,646.25,18.01,196.05,715.25,91.02
"03/10/2014",1419.25,472,43.64,452.7,645,18.22,202.5,704.75,91.56
"03/11/2014",1411.5,478,43.51,452.3,663.25,18.03,205.05,722,91.65
"03/12/2014",1381.75,484.25,43.2,448.3,688,17.67,204.8,741.25,92.2
"03/13/2014",1390.75,484.25,42.77,449.6,679,17.82,205.05,730.25,91.68
"03/14/2014",1376,472.25,42.02,449,690.25,17.25,197.85,744,92.19
"03/17/2014",1391.75,479,41.89,446.6,674.5,17.05,189.9,743.5,92.03
"03/18/2014",1418.25,486.25,42.27,455.8,692.5,17.14,190.95,763.25,92.93
"03/19/2014",1431.25,487.75,42.1,462,715.75,17.32,185.1,788.25,92.62
"03/20/2014",1433.75,478.5,41.31,466.5,703.75,17.05,174.15,782,92.18
"03/21/2014",1408.75,479,41.02,455.9,693.25,16.83,171.15,771.25,93.31
"03/24/2014",1425.5,490,40.84,462,714.5,16.84,176.4,794.5,90.63
"03/25/2014",1428,486.5,40.74,463.7,708.25,16.97,175.3,791.75,94.11
"03/26/2014",1440,484.5,40.73,469.1,696.75,17.36,176,771.25,91.66
"03/27/2014",1436.5,492,40.43,470.5,710.5,17.87,176.35,783.75,92.56
"03/28/2014",1436.5,492,40.48,468.4,695.5,17.98,180.6,763.5,93.74
"03/31/2014",1464,502,40.42,479.3,697.25,17.77,177.9,764,93.52
"04/01/2014",1484.5,507.5,41.4,482.7,685.25,17.18,175.25,753.5,92.07
"04/02/2014",1462.25,495.75,40.85,476.5,669.25,16.97,172.7,738.75,91.51
"04/03/2014",1475.25,500,41.67,480.1,676,17.18,174.6,744,90.98
"04/04/2014",1473.75,501.75,41.57,479.1,669.75,17.35,185,733.75,92.4
"04/07/2014",1464.25,499.25,41.43,474.3,676.25,16.94,193.35,739.5,90.62
"04/08/2014",1482.5,507,42.11,478.1,681,17.16,196.5,741.5,91.79
"04/09/2014",1495.25,502.25,42.91,482.1,669,17.04,199.85,733.25,90.44
"04/10/2014",1482.25,501.25,42.5,479.5,662.25,17.08,206.1,722.5,89.02
"04/11/2014",1463,498.5,42.1,472.9,660.25,16.8,201.2,719.5,89.02
"04/14/2014",1476.25,503,42.26,479.1,678.75,16.59,204.85,742,90.91
"04/15/2014",1501.25,503.75,42.83,487.4,701.75,16.56,192.15,765.5,89.92
"04/16/2014",1518.75,497.5,43.71,491,688,16.92,185.95,754.5,91.04
"04/17/2014",1514,494.75,43.41,488.3,691.25,16.66,201.2,758,90.17
"04/21/2014",1498.75,488.5,43,485.7,668.25,16.84,196.7,734,89.69
"04/22/2014",1479.75,496.25,42.74,479.8,673,16.99,211.8,741.25,91.01
"04/23/2014",1468.5,503.5,42.5,478.1,676.5,17.42,212.35,745.75,92.9
"04/24/2014",1472,501.25,42.59,480.2,689,17.12,212.45,759.5,92.66
"04/25/2014",1498,507,42.92,490.6,700.25,17.2,204.75,775.75,92.95
"04/28/2014",1508.25,507.75,42.62,496.9,700.25,16.94,198.8,783.25,92.38
"04/29/2014",1524,515.75,42.77,499.9,708,17.04,208.9,797.25,94.26
"04/30/2014",1530.75,514,41.88,503.9,713,17.24,203.05,809.75,94.14
"05/01/2014",1473.5,503.25,40.92,486.7,698.75,17.8,201.45,806.25,94.07
"05/02/2014",1480.75,494,41.29,491.2,707.75,17.45,200.6,831.75,94.19
"05/05/2014",1472,503.25,40.98,489.1,721.25,17.47,202.4,838.75,94.62
"05/06/2014",1464,513,40.91,486.6,731.75,17.2,199.55,843,93.7
"05/07/2014",1451,510.25,40.67,481.3,729.75,17.26,198.4,836.5,91.84
"05/08/2014",1474.25,513.25,40.94,490.6,726.75,17.24,192.95,832.5,93.05
"05/09/2014",1501,505,40.98,497.5,714,17.2,180.8,819,92.36
"05/12/2014",1483.75,497.5,40.78,489.5,705.5,17.29,186.1,824,91.3
"05/13/2014",1502.25,503.25,41,497.7,700,17.8,183.65,824.25,90.93
"05/14/2014",1496.25,494.75,41.19,497.9,681,18.25,180.75,807.5,90.7
"05/15/2014",1470.25,484.25,41.04,481.4,678.25,18.2,194.15,778.75,90.36
"05/16/2014",1465,483.5,40.75,480.2,674.25,17.91,182.5,767.75,89.82
"05/19/2014",1485.25,477.25,40.42,490.5,674.5,17.77,180.15,768.75,89.15
"05/20/2014",1469.75,473.5,40.07,486.7,670.5,17.58,185.7,768.25,89
"05/21/2014",1505.25,474.5,40.47,498.1,664.25,17.44,181.4,761.5,89.29
"05/22/2014",1518.75,476.75,40.86,501.5,659.25,17.38,181.35,751.75,87.78
"05/23/2014",1515.5,478,40.38,502.6,652.5,17.37,181.9,745,86.31
"05/26/2014",1515.5,478,40.38,502.6,652.5,17.37,181.9,745,86.31
"05/27/2014",1488.75,469.75,39.94,494.2,641,17.02,179.35,738.25,84.97
"05/28/2014",1497.75,472.5,39.63,498.5,638.75,17.11,176.15,736,84.87
"05/29/2014",1499,469.5,39.41,498.4,632.5,17.48,181.95,730.5,86.15
"05/30/2014",1493.25,465.75,38.5,500.2,627.25,17.38,177.5,723,86.27
"06/02/2014",1500.5,465.5,38.31,506,620.75,17.18,172.35,718.75,86.48
"06/03/2014",1481.25,458.25,38.35,499.6,612.5,17.19,171.15,707.75,87.36
"06/04/2014",1482.5,456.25,39.25,496.5,614.5,17.04,170.2,713.5,86.08
"06/05/2014",1460.5,449,38.69,490.6,605.75,16.83,169.15,714,85.5
"06/06/2014",1457,459,39.01,487.6,618.25,16.92,172.1,735.5,84.78
"06/09/2014",1457,451,39.28,482.2,612.5,16.98,165.35,733.75,84.55
"06/10/2014",1462.5,445.5,38.94,484.5,601.25,16.97,165.65,726,86.3
"06/11/2014",1445.5,441,38.42,482.3,589.25,16.81,171.6,704.25,85.51
"06/12/2014",1415.25,444,38.58,469.2,585.25,16.7,171.95,705.5,85.62
"06/13/2014",1425.75,447,39.69,467.9,586,17.04,173.7,713.25,86.98
"06/16/2014",1421.75,441,39.5,462.4,581,17.1,172.95,708.25,87.65
"06/17/2014",1398.25,438.75,39.68,450.7,581.75,17.06,169.05,712.5,90.06
"06/18/2014",1409,441.5,40.13,453.2,587,17.53,166.75,727.75,91.15
"06/19/2014",1420.75,450.5,40.61,451.2,593.5,17.94,167,729.25,88.36
"06/20/2014",1415.75,453.25,40.13,459.2,585.25,17.92,173.25,720.75,88.16
"06/23/2014",1424.75,444.5,40.68,455.8,579.75,17.85,175.1,714,87.52
"06/24/2014",1413.5,443,40.97,448.4,571,17.81,174.15,705.5,81.81
"06/25/2014",1415.75,441,40.65,451.7,575.5,17.72,179.95,714,81.8
"06/26/2014",1437,442.75,40.51,465.5,582.25,17.57,178.8,721,80.37
"06/27/2014",1432,443,39.98,469.8,585.25,16.85,170.45,726,80.89
"06/30/2014",1400.5,424.25,38.85,458.3,564.75,16.62,173,710.5,79.21
"07/01/2014",1400,422.75,38.87,456.1,559.75,17.8,168.3,700,77.08
"07/02/2014",1392.5,418.5,38.47,452.3,561.75,17.87,171.05,683,76.69
"07/03/2014",1387.75,417,38.56,447,568,17.81,169.4,697,76.22
"07/04/2014",1387.75,417,38.56,447,568,17.81,169.4,697,76.22
"07/07/2014",1363,409.25,38.36,443.7,545,17.51,169,678.5,74.83
"07/08/2014",1329.75,408.25,37.8,437.3,545.25,17.68,170.2,675,75
"07/09/2014",1334.5,404,37.04,439.5,539.5,17.42,170.2,660.75,74.97
"07/10/2014",1329.75,400.5,37.39,434.3,536.75,17.29,160.25,655.5,68.9
"07/11/2014",1295.75,399.75,36.71,421.8,514.75,17.07,158.95,634.25,68.74
"07/14/2014",1295,390.25,36.75,421.5,549.75,17.19,162.3,652.5,68.6
"07/15/2014",1180.5,374,36.9,379.1,537.75,17.21,159.4,639,68.25
"07/16/2014",1187.25,378.25,36.83,383.7,538,17.07,160.35,637.25,68.39
"07/17/2014",1174.75,379.5,36.37,380.5,550.75,16.92,161.7,649,68.45
"07/18/2014",1176.75,371.25,36.57,380.3,532.25,16.97,170.7,633.75,68.63
"07/21/2014",1175.75,364,36.14,380.7,530,17.28,171.65,628,68.52
"07/22/2014",1184,360.25,35.93,381.8,524.5,17.16,168.3,621.25,68.8
"07/23/2014",1201,362.5,36.2,391.5,530.75,16.96,176.6,623.5,68.77
"07/24/2014",1207.5,361.5,36.24,395.3,528.75,17.05,178.3,620.5,66.4
"07/25/2014",1212.25,363,36.09,398,538,17.14,179.15,631.25,65.16
"07/28/2014",1236.5,367.75,36.52,402.8,534.75,16.94,181.1,625.5,65.36
"07/29/2014",1226.5,361.5,36.25,395.4,520,16.62,180.7,611.5,64.44
"07/30/2014",1220.5,361.75,36.05,387.6,527.25,16.63,182.5,617,63.34
"07/31/2014",1224.5,357,36.11,391.3,530.25,16.46,195.05,625.75,62.09
"08/01/2014",1215,352.5,35.45,387.5,534.25,16.35,192.35,632.75,62.49
"08/04/2014",1232.5,358.75,36.02,388.2,544,16.32,190.5,638.5,63.92
"08/05/2014",1222.75,356.25,35.47,382.2,552.5,16.13,189.4,642.75,63.46
"08/06/2014",1237,363.25,35.79,388,568,16.32,190.85,656.25,63.97
"08/07/2014",1250,359.5,35.62,390.6,561.5,16.05,184,646.25,63.57
"08/08/2014",1284.75,351.75,35.44,397.5,549.25,16.14,180.85,629.25,63.81
"08/11/2014",1314.75,356.75,34.88,400.4,546.5,16.24,189.15,623.75,64.13
"08/12/2014",1290,358.5,34.62,400.2,538,16.05,184.6,613.25,63.03
"08/13/2014",1264.5,358,33.95,418.7,528,16.02,185.25,604,64.02
"08/14/2014",1224.5,362,33.6,464.2,537.25,15.91,184.1,608,63.89
"08/15/2014",1102.5,365.75,32.87,388.3,551.25,15.92,188.75,619.75,63.6
"08/18/2014",1115.5,360.75,32.96,392.1,542.5,15.68,188.9,617.75,63.34
"08/19/2014",1120.25,362.5,32.66,399.8,546,15.47,182.2,624.5,63.47
"08/20/2014",1119.75,359.5,32.86,402.6,539.5,15.7,184.1,618.75,65.32
"08/21/2014",1136.25,362.25,32.78,413.8,546.25,15.99,183.75,622,66.5
"08/22/2014",1166,365.5,32.36,433.3,552,15.64,181.6,633.5,67.46
"08/25/2014",1125.75,360,32.74,406.1,542.5,15.36,182.75,622.75,67.66
"08/26/2014",1075.5,356,33.03,388.7,541.5,15.71,193.1,621,68.26
"08/27/2014",1085.75,356,32.67,416.5,547.25,15.58,192.4,628,68.3
"08/28/2014",1073.75,361.75,32.64,433.2,556.5,15.56,194.65,635,67.14
"08/29/2014",1089.5,359,32.04,439.5,550.25,15.49,195.75,626.25,67.6
"09/01/2014",1089.5,359,32.04,439.5,550.25,15.49,195.75,626.25,67.6
"09/02/2014",1097.25,355.75,32.01,450.1,543.5,15.82,204.45,617.5,66.34
"09/03/2014",1080.75,341.25,31.73,447.2,523.5,15.62,197.3,600.75,66.7
"09/04/2014",1064.25,335.75,31.97,431.4,525.25,15.13,197.45,608.25,66.77
"09/05/2014",1085.5,346.5,32.35,436.1,531.5,15,192.85,619.75,66.08
"09/08/2014",1090.75,339.25,32.03,446.2,533.5,14.94,189.65,625,66.56
"09/09/2014",1076.5,336.25,31.59,453.7,527.5,14.88,188.1,613,67.78
"09/10/2014",1071,338.75,31.58,442.8,518.75,14.52,177,605.25,70.14
"09/11/2014",1061.5,331.75,31.44,426.7,503,14.36,180.55,595.75,70.79
"09/12/2014",1091,339,32.16,408,498.25,13.78,179.65,572.25,70.61
"09/15/2014",989.5,343,33.27,338.8,500.75,13.67,177.3,586.25,68.18
"09/16/2014",980.75,343.75,32.81,338.3,496.25,13.55,180.6,583.25,68.28
"09/17/2014",982.5,341.75,33.39,336.4,499.25,13.88,180.65,582.25,69.9
"09/18/2014",971.5,338.25,32.72,328.8,488.5,13.79,175.9,569.75,66.9
"09/19/2014",957,331.5,32.46,324.1,474.5,13.5,178,560.25,65.99
"09/22/2014",938.25,330.25,32,319.4,476.75,14.08,179.4,560.25,64.86
"09/23/2014",936.25,325.5,32.23,317.1,476,14.15,180.9,562,62.93
"09/24/2014",936.75,329.5,32.62,316.4,480.25,14.62,189.1,564.25,61.66
"09/25/2014",922.75,326,32.62,312.4,474,14.7,182.3,564.25,61.49
"09/26/2014",910.25,323,31.92,307.2,474.25,15.41,186.05,563.75,62.48
"09/29/2014",923.5,325.75,32.79,308.1,481.25,15.66,191.25,566.5,62.06
"09/30/2014",913.25,320.75,32.27,304.6,477.75,15.48,193.35,558,61.96
"10/01/2014",916.75,321.25,32.66,305.3,479,16.04,200.4,557.5,62.76
"10/02/2014",924.5,322.75,32.67,308.7,482.75,16.05,208.6,561.5,62.45
"10/03/2014",912.25,323.25,32.29,308,485.75,16.44,206.5,568,63.07
"10/06/2014",942.25,332.5,33.32,320.3,491.5,16.98,220.8,575.5,64.98
"10/07/2014",940.75,340.5,32.96,327,506.25,17.03,216.35,588.25,65.83
"10/08/2014",935,343.25,32.88,329.8,507.75,16.92,214.45,586.5,65.51
"10/09/2014",942,344.75,32.88,333,493.25,16.7,221.65,572.75,64.55
"10/10/2014",922.5,334,32.28,339.3,498.5,16.55,220.4,577.75,64.1
"10/13/2014",945.25,346,32.88,343.4,505.25,16.67,218.1,584.25,65.02
"10/14/2014",964.75,357,32.44,366,509.25,16.81,221.9,590.25,64.16
"10/15/2014",952.5,347.5,31.98,327.3,506,16.5,216,592,63.71
"10/16/2014",966.5,352.25,32.36,334.6,517,16.67,217.1,605,63.56
"10/17/2014",951.75,348,32.02,330.5,516,16.62,210.65,601.75,63
"10/20/2014",944.25,348.25,31.7,329.4,513.5,16.68,199.4,601,62.29
"10/21/2014",964.25,356,31.76,342.9,519.25,16.44,199.6,602.25,62.79
"10/22/2014",962.75,353,32.14,338,522.25,16.5,191.1,605.25,62.68
"10/23/2014",993.25,359.75,32.67,352.4,526.75,16.16,193.3,605.25,63.04
"10/24/2014",977.5,353,32.39,350.2,517.75,16.38,191.5,593.75,63.81
"10/27/2014",1006,363,32.23,376.8,522.75,16.03,190.9,594.75,63.67
"10/28/2014",1008,364.5,32.79,375.1,530.75,16.13,192.35,602,64.47
"10/29/2014",1043,375.25,34.18,397.2,538.25,16.3,189.6,606.5,65.35
"10/30/2014",1024.25,374,34.31,380,536,16.3,187.6,602,64.5
"10/31/2014",1046.5,376.75,34.8,389,532.5,16.04,188,593.75,64.45
"11/03/2014",1028.75,373.5,34.03,372.7,538.25,15.93,185.85,597.5,64.25
"11/04/2014",1010,364.5,33.07,372.5,530.5,15.68,188.2,590.25,62.8
"11/05/2014",1020.5,370.25,32.72,375.3,524.75,15.51,186.25,584.5,62.71
"11/06/2014",1031,371.25,32.53,391.7,520.25,15.48,183.75,579,63.19
"11/07/2014",1040.25,367.5,32.4,390.4,514.5,15.69,182.4,569.25,63.96
"11/10/2014",1027.5,369.25,32.36,380.9,517.25,15.66,181.4,573,62.43
"11/11/2014",1066.5,373.75,32.87,400.6,525.25,16.23,184.55,578.5,63.3
"11/12/2014",1048.25,377.75,32.22,395,542.75,16.36,184.4,599.25,61.94
"11/13/2014",1050.5,386.25,32.07,393.5,553.75,16.01,188.75,605.25,59.73
"11/14/2014",1021,381.75,32.2,379.9,560.5,15.9,192,605.5,59.8
"11/17/2014",1036.25,377.5,32.45,387.1,551.75,15.77,187.5,596.5,58.81
"11/18/2014",1023.25,372,32.65,378,549,15.71,191.1,593.5,59.97
"11/19/2014",1004.75,363.25,32.51,370.4,537.75,15.87,197.85,586.25,59.11
"11/20/2014",1020.5,373.25,32.67,370.8,547.25,16.1,187.7,602.25,58.54
"11/21/2014",1039,372.75,32.69,378.4,547.25,16.09,189.65,604,59.76
"11/24/2014",1033.75,367.5,33.2,374.9,542.25,16,189.65,604.25,59.16
"11/25/2014",1051,374.25,33.42,390.6,551.5,16,194.25,617.25,59.66
"11/26/2014",1047,378.25,33.48,401.6,562,16.12,193.5,621,61.41
"11/27/2014",1047,378.25,33.48,401.6,562,16.12,193.5,621,61.41
"11/28/2014",1016,375.75,32.18,391.1,577.25,15.59,186.65,637,60.96
"12/01/2014",1017,375.5,32.22,384.4,606.75,15.59,189.35,660.25,60.18
"12/02/2014",995.75,367.75,31.17,383.1,605.25,15.24,182.3,648.75,60.75
"12/03/2014",998.25,368.75,31.86,381.1,597,15.09,182.55,631.75,61.01
"12/04/2014",1010.5,376,31.6,385.7,599.75,15.21,181.55,627.25,61.52
"12/05/2014",1036,381.5,32.01,394.2,609,15.14,179.1,632.5,60.54
"12/08/2014",1043.75,377.5,31.77,401.5,610,15.3,177.05,634,60.21
"12/09/2014",1049.25,383,31.91,411.6,600.5,15.42,179.45,617,59.88
"12/10/2014",1032,382.5,31.67,405.2,593.25,15.47,177.55,614.75,59.57
"12/11/2014",1042.25,390,31.93,406.1,610.25,15.15,175.4,623.5,60.48
"12/12/2014",1047.25,396.25,31.97,378.9,627.5,14.98,173,634,60.54
"12/15/2014",1039.5,408.5,32.27,365.4,619,14.96,177.65,647,60.65
"12/16/2014",1023.5,406,31.77,356.6,623.25,14.71,176.7,654.75,59.78
"12/17/2014",1027,408.25,31.77,359.3,648.5,14.72,170.85,681.5,60.65
"12/18/2014",1035,411,31.89,365.3,655.25,14.99,173.65,683.75,60.82
"12/19/2014",1030.5,410.5,31.97,363.5,632.25,14.98,174.7,666,60.89
"12/22/2014",1038.25,411.75,32.04,368.4,625.75,14.86,172.15,657.75,62.04
"12/23/2014",1038.5,414,32.22,371.3,635.5,14.83,171,664.75,61.82
"12/24/2014",1028.75,407.75,31.93,371.4,611.5,14.76,170.15,644,61.78
"12/26/2014",1047.5,414.75,32.46,379.7,610.75,14.7,168.6,644.25,61.63
"12/29/2014",1041.75,412.75,32.79,377.4,615.5,14.6,165.15,647.5,62.01
"12/30/2014",1037.75,406.5,32.89,369.5,602,14.61,164.8,636,61.98
"12/31/2014",1019.25,397,31.97,364.6,589.75,14.52,166.6,626.5,60.27
"01/02/2015",1002.5,395.75,31.95,356.5,581.25,14.17,161.05,617,59.58
"01/05/2015",1039.75,406,32.7,369,589,14.26,168.1,624.75,60.71
"01/06/2015",1051,405,32.69,370.8,591.75,14.87,174.9,631.25,60.2
"01/07/2015",1052.75,396.25,32.98,368.5,579.5,14.78,175.05,620,60.43
"01/08/2015",1045,394.25,33.58,361.3,567,14.88,176.9,607.75,60.56
"01/09/2015",1051.5,400.25,33.54,363.8,563.75,14.91,180.05,600.5,60.76
"01/12/2015",1013.5,402,32.45,356.5,555.5,14.76,176.75,590.5,59.73
"01/13/2015",1000,385.75,32.39,349.7,548,14.87,176.95,581.75,60.15
"01/14/2015",992.5,381,32.57,328.9,537.75,14.93,179.85,575,58.98
"01/15/2015",991,380,32.99,326.7,532.75,15.35,176.65,573,59.49
"01/16/2015",991.75,387,33.39,326.2,532.75,15.33,171,577,59.23
"01/19/2015",991.75,387,33.39,326.2,532.75,15.33,171,577,59.23
"01/20/2015",982,390.25,32.84,326.5,537,15.83,164.3,577.75,57.79
"01/21/2015",983.5,388,32.41,330.5,536.75,15.92,161.25,572.25,58.01
"01/22/2015",976.75,383.75,31.97,330.1,533.75,15.91,159.95,564.75,57.76
"01/23/2015",972.75,386.75,31.6,331.5,530,15.17,162.45,564,57.3
"01/26/2015",983.5,384,31.08,338.9,520.5,15.35,161.85,554.5,58.62
"01/27/2015",973.75,381.25,31.17,336.6,519,15.16,168.2,550.25,58.78
"01/28/2015",970.25,373.25,30.34,337.4,505.25,15.16,167.7,535.75,59.44
"01/29/2015",968.25,371.5,29.54,337.9,507.75,14.85,160,544,59.57
"01/30/2015",961,370,30,329.9,502.75,14.79,161.9,540.25,59.36
"02/02/2015",959.5,369.75,30.41,327.9,492.75,14.22,162.45,534.5,59.89
"02/03/2015",987,385.75,30.8,340.6,513.75,14.47,160.75,559,61.45
"02/04/2015",972,383.5,30.59,332.7,511,14.45,164.9,552.75,61.23
"02/05/2015",981.25,385.25,31.71,331.4,525.75,14.41,164.75,564,61.79
"02/06/2015",973.5,385.75,31.82,329.4,527,14.51,166.85,561.75,61.59
"02/09/2015",978.5,391.25,32.01,329.6,529.75,14.82,167.6,563.5,62.3
"02/10/2015",969,388,31.45,326.9,521.75,14.71,159.4,554,62.51
"02/11/2015",977.75,385.75,31.75,329.6,525.75,14.71,159.45,559.25,62.02
"02/12/2015",983.75,383,32.01,330.5,521.25,15.04,164.55,554,62.48
"02/13/2015",990.5,387.25,32.4,332.3,533,14.88,163.2,562.75,62.7
"02/16/2015",990.5,387.25,32.4,332.3,533,14.88,163.2,562.75,62.7
"02/17/2015",1007.75,389.5,32.32,342.3,534.75,15.14,155.65,562.25,63.8
"02/18/2015",995.75,383.75,32.01,338.6,527.75,15.09,152.8,548,64.62
"02/19/2015",1007.25,389.75,31.83,347.5,527.75,14.68,149.2,544.5,64.44
"02/20/2015",999.25,385.25,31.48,347.5,510.25,14.39,148.65,533.25,64.67
"02/23/2015",999.25,378.75,31.14,348.3,505.75,14.31,144.45,531.25,64.75
"02/24/2015",1016,377.5,31.42,356.9,505.75,14.17,145.35,535.75,64.76
"02/25/2015",1007.75,375.75,31.71,350.5,497.75,13.79,139.75,528.25,65.52
"02/26/2015",1024,380,31.84,354.6,503.25,14.08,136.55,527.25,65.17
"02/27/2015",1030.75,384.5,32.8,353.7,517.5,13.93,136.75,534.5,64.73
"03/02/2015",1011.25,378.75,32.65,344.3,508,13.64,135.1,521,64.63
"03/03/2015",1008.75,382,32.8,341.8,508.75,13.45,126.25,530.5,63.73
"03/04/2015",989,381.5,32.03,334.1,493.5,13.34,134.05,523.5,63.61
"03/05/2015",979.25,382.75,31.43,334.4,481.25,13.44,131.55,514,63.21
"03/06/2015",979.25,379.25,31.14,337,485.75,13.44,136.5,520.75,62.95
"03/09/2015",988.25,383.25,30.88,343.9,494.25,13.27,133.65,529,61.92
"03/10/2015",980,382.25,30.84,342,496.5,13.02,131.7,534.75,60.87
"03/11/2015",989,384,30.97,345.7,503,13.14,128.4,538.5,60.33
"03/12/2015",986.5,382.25,30.76,343.5,513.25,13.21,128.85,546.5,61.22
"03/13/2015",968.25,374,30.19,338,508.75,12.7,126.45,541.75,60.5
"03/16/2015",969.25,379,30.39,323.7,514,12.9,134.9,555,60.49
"03/17/2015",954.5,371,30.04,317.5,503.5,12.82,133.95,542.75,60.21
"03/18/2015",965,374.75,30.63,320.8,510.75,12.73,136.25,553,62.48
"03/19/2015",961.75,373.5,30.62,319.3,512,12.62,140,550.25,62.95
"03/20/2015",973.75,385,30.68,324,530,12.68,143.35,569.5,62.82
"03/23/2015",983.5,390.25,31.15,327.3,534,12.74,141.85,574.5,64.05
"03/24/2015",981.75,393.25,31.11,326.3,523.5,12.45,137.3,565.25,63.91
"03/25/2015",978.75,395,31.04,324.5,519,12.52,139.95,563,63.16
"03/26/2015",974.5,391.25,31.17,322.4,499.25,12.34,140.25,543,63.08
"03/27/2015",967.25,391,30.6,321.4,507.75,12.13,138.2,553,63.55
"03/30/2015",967.75,394.5,30.49,323.2,530.25,11.99,132.35,576.25,62.52
"03/31/2015",973.25,376.25,30.39,326.8,511.75,11.93,132.9,559.25,63.1
"04/01/2015",989.75,381.75,30.69,331.9,528.5,12.32,134.85,572,62.58
"04/02/2015",986,386.5,31.04,327.3,536.25,12.74,140.9,582.75,63.69
"04/06/2015",978.5,385,31.26,323,527.75,12.54,146.2,572,65.34
"04/07/2015",971,383,31.03,319.7,526,12.77,141.95,565.25,66.42
"04/08/2015",971.5,379.25,30.95,319.9,526.25,12.97,135.7,561.25,66.73
"04/09/2015",953.5,378,30.84,312.1,518.75,12.8,137.45,551.5,66.22
"04/10/2015",951.5,377,31.09,309.2,526.5,12.83,135.1,558.75,65.06
"04/13/2015",948.75,370.5,31.04,308.8,502.25,13.01,133.75,529,65.13
"04/14/2015",960.25,373.5,31.3,313.6,497,13.19,134.6,521.75,64.69
"04/15/2015",965,376,31.8,311.5,490.75,13,135.8,514.5,64.59
"04/16/2015",966,376.25,31.76,312.4,494.5,13.43,139.6,508.25,64.01
"04/17/2015",968.75,379.75,31.52,315,494.5,13.24,138.7,509.25,63.29
"04/20/2015",977.5,378,31.59,318.5,498.75,12.69,138.7,512.5,63.04
"04/21/2015",975.25,373,31.82,315.8,500.75,12.41,140.3,513.75,62.63
"04/22/2015",970.5,372.5,31.56,315.5,498.75,12.66,142.4,512,62.49
"04/23/2015",978.25,370.75,32.02,316.6,497.75,13.09,140.45,516.5,64.59
"04/24/2015",969.75,364.5,31.67,314.6,486,13.23,141.15,502.25,66.5
"04/27/2015",973,360.75,31.66,315.1,470.25,13.31,136.1,490.75,66.39
"04/28/2015",977.5,361,31.23,318.7,471.5,13.17,138.15,497.25,66.62
