Date,SOYBEANS,CORN,SOYBEAN OIL,SOYBEAN MEAL,WHEAT,SUGAR,COFFEE,HRW WHEAT,COTTON
26/3/04,1013.0,305.5,33.37,316.9,405.25,6.09,71.95,408.0,64.9
29/3/04,1013.0,305.0,33.39,314.5,405.75,6.08,72.4,408.0,65.55
30/3/04,1016.25,312.25,33.11,316.5,415.25,6.32,73.3,418.5,65.1
31/3/04,995.0,320.0,32.23,314.3,408.0,6.4,73.75,412.5,62.1
1/4/04,1029.5,325.75,32.77,329.4,410.5,6.25,74.1,416.25,61.53
2/4/04,1045.5,330.5,32.64,336.0,416.25,6.36,73.4,424.25,62.62
5/4/04,1024.5,329.5,32.74,326.5,414.0,6.31,71.95,417.75,62.18
6/4/04,1009.0,326.75,32.41,321.8,416.5,6.43,72.8,419.75,61.72
7/4/04,1016.0,330.0,32.67,324.5,415.0,6.66,73.25,419.5,61.68
8/4/04,988.0,330.5,31.88,316.8,414.5,6.78,72.55,419.0,61.71
12/4/04,967.0,322.25,31.22,309.5,407.5,6.67,72.05,412.0,58.76
13/4/04,971.5,311.75,31.49,310.3,393.0,6.61,69.35,398.0,57.37
14/4/04,1013.0,316.5,32.83,322.0,401.25,6.71,70.5,407.5,60.37
15/4/04,963.0,307.5,31.71,303.4,383.0,6.6,70.4,394.0,61.4
16/4/04,965.0,314.5,32.27,304.9,388.5,6.69,70.05,397.5,61.99
19/4/04,969.0,311.25,32.37,304.0,394.0,6.58,70.4,403.25,62.21
20/4/04,952.75,309.25,32.28,297.3,397.0,6.6,69.65,406.0,61.5
21/4/04,935.0,304.0,31.65,294.5,385.0,6.58,67.35,396.5,63.45
22/4/04,947.0,304.0,31.87,299.1,379.0,6.55,67.7,391.75,64.48
23/4/04,967.0,303.5,33.01,303.4,373.0,6.51,67.95,385.5,63.95
26/4/04,964.5,301.25,32.93,301.2,374.0,6.53,68.05,383.0,64.18
27/4/04,1003.0,309.25,34.26,308.2,378.25,6.64,69.2,388.5,64.85
28/4/04,996.5,308.25,33.58,306.5,372.5,6.4,69.0,385.0,60.0
29/4/04,1014.5,314.0,34.57,310.7,380.0,6.63,68.05,390.5,60.32
30/4/04,1034.0,316.5,34.03,318.1,381.5,6.58,67.15,394.0,59.5
3/5/04,1041.5,318.0,33.92,322.2,387.25,6.89,67.75,398.0,61.5
4/5/04,1038.25,317.75,34.21,322.4,403.5,6.87,70.1,415.0,60.6
5/5/04,1034.5,314.25,33.89,326.2,399.0,6.63,70.2,413.0,61.93
6/5/04,1018.0,305.75,33.07,321.8,394.5,6.78,69.15,416.0,63.75
7/5/04,1050.5,307.0,33.9,328.7,393.5,6.59,68.1,419.0,64.75
10/5/04,1040.5,295.5,32.98,328.9,378.5,6.38,69.9,402.0,64.54
11/5/04,1053.5,296.0,33.1,333.3,370.0,6.29,70.45,392.5,64.15
12/5/04,991.5,294.5,31.55,314.0,362.0,6.39,69.65,385.0,63.15
13/5/04,1013.0,289.75,31.65,324.5,362.25,6.31,70.3,391.0,65.34
14/5/04,969.0,286.5,30.68,306.8,354.0,6.35,70.4,380.0,64.97
17/5/04,905.5,295.25,29.6,291.5,367.75,6.5,68.3,379.5,64.21
18/5/04,874.0,292.0,28.96,282.5,370.5,6.64,70.75,386.0,62.94
19/5/04,907.5,298.5,29.75,294.2,377.0,6.53,72.95,387.5,63.97
20/5/04,869.0,292.25,28.65,282.3,370.25,6.49,71.5,387.5,63.54
21/5/04,872.5,290.0,29.05,282.0,368.25,6.58,72.35,387.25,63.0
24/5/04,866.0,296.0,28.29,279.8,378.5,6.62,76.65,394.5,63.54
25/5/04,882.25,303.75,28.74,287.0,378.0,6.75,77.8,393.75,63.68
26/5/04,872.0,300.75,28.86,277.3,381.5,6.91,80.15,397.25,62.35
27/5/04,822.0,298.75,27.58,257.3,369.25,6.89,79.95,386.25,61.15
28/5/04,814.0,304.0,28.05,254.8,362.0,7.06,85.55,383.0,61.19
1/6/04,864.0,324.0,29.51,273.7,388.25,7.22,82.9,403.25,58.23
2/6/04,849.5,321.75,28.96,266.2,375.0,7.04,83.9,393.0,57.38
3/6/04,806.0,310.75,27.9,254.5,367.25,7.03,83.1,388.25,57.04
4/6/04,838.5,308.25,28.41,263.7,370.0,7.19,83.0,389.0,57.8
7/6/04,849.0,300.25,28.53,268.7,363.0,7.19,81.05,383.5,56.53
8/6/04,852.0,297.0,28.42,268.7,363.0,6.95,81.6,384.0,55.69
9/6/04,852.0,297.5,28.21,272.5,360.0,6.93,83.0,382.75,56.59
10/6/04,847.0,285.75,27.83,271.3,350.5,6.75,83.25,376.0,58.17
11/6/04,847.0,285.75,27.83,271.3,350.5,6.75,83.25,376.0,58.17
14/6/04,872.5,288.25,28.11,279.5,356.5,6.66,79.95,379.0,57.32
15/6/04,884.0,280.25,27.34,283.2,351.0,6.78,78.2,373.5,54.32
16/6/04,869.5,281.5,27.36,279.5,352.0,7.03,78.15,374.25,51.53
17/6/04,863.0,277.75,27.24,280.7,352.5,7.24,75.95,375.75,52.29
18/6/04,872.0,274.5,27.48,283.0,352.75,6.82,75.7,376.0,52.0
21/6/04,888.5,274.5,28.23,293.0,354.25,7.03,73.6,379.25,50.09
22/6/04,887.0,267.75,28.27,296.2,343.75,7.0,74.1,371.25,48.4
23/6/04,917.5,274.5,29.21,304.6,345.25,7.09,74.45,371.0,47.95
24/6/04,921.5,273.25,29.4,306.0,339.5,7.21,74.05,365.5,49.3
25/6/04,920.5,276.25,29.24,308.0,341.25,7.28,71.6,366.0,50.0
28/6/04,885.0,271.25,28.52,294.0,338.5,7.13,72.55,361.75,48.65
29/6/04,894.5,268.0,28.75,293.3,337.5,7.32,71.75,359.0,49.7
30/6/04,893.0,257.5,28.18,297.5,338.0,7.24,73.1,358.5,48.25
1/7/04,933.5,257.5,28.31,309.5,330.5,7.77,72.75,356.0,46.65
2/7/04,939.5,255.25,28.8,314.2,335.0,7.96,70.05,359.0,47.25
5/7/04,939.5,255.25,28.8,314.2,335.0,7.96,70.05,359.0,47.25
6/7/04,979.5,249.5,29.05,344.7,338.5,8.13,68.7,363.0,46.5
7/7/04,961.5,249.5,29.1,339.8,341.0,8.22,69.4,366.5,46.75
8/7/04,972.5,244.5,28.25,328.8,334.0,8.16,67.8,361.0,44.87
9/7/04,954.0,242.25,28.18,330.0,330.0,8.27,68.85,360.5,47.85
12/7/04,937.0,244.5,27.0,313.0,339.0,8.33,68.65,370.0,46.6
13/7/04,911.0,241.75,26.9,301.3,333.0,8.13,68.55,367.0,46.6
14/7/04,862.5,242.0,26.45,285.0,337.0,8.23,69.55,369.5,46.8
15/7/04,751.0,242.5,26.43,254.3,333.25,8.24,70.2,364.5,47.28
16/7/04,707.5,239.0,26.35,240.8,333.25,8.25,69.75,365.0,47.3
19/7/04,707.5,237.0,26.28,242.0,335.5,8.28,70.2,366.0,47.5
20/7/04,725.0,234.0,26.09,244.5,331.25,8.22,71.85,361.5,48.68
21/7/04,707.5,226.25,25.39,237.8,324.0,8.11,71.35,355.25,48.0
22/7/04,657.5,219.25,24.4,219.0,322.75,7.99,71.7,355.25,46.85
23/7/04,669.5,223.75,24.72,218.0,328.75,8.01,69.85,358.0,46.45
26/7/04,669.0,223.25,24.49,211.8,323.75,8.19,68.65,352.5,44.31
27/7/04,665.5,222.25,24.24,212.7,321.25,8.2,67.95,350.25,43.94
28/7/04,627.0,218.5,23.25,198.8,314.75,8.23,67.95,343.0,44.45
29/7/04,624.5,218.5,22.83,200.1,312.75,8.28,67.65,342.75,43.73
30/7/04,599.5,217.25,22.0,198.0,312.25,8.28,66.45,333.75,43.83
2/8/04,598.0,218.25,21.74,192.8,317.0,8.39,66.45,340.5,44.3
3/8/04,599.5,219.25,21.72,188.0,317.0,8.38,66.8,339.25,45.46
4/8/04,590.0,221.25,21.76,183.8,318.5,8.15,66.3,342.0,44.95
5/8/04,609.5,224.0,22.67,186.8,321.5,8.13,65.9,343.0,45.73
6/8/04,606.75,225.75,23.1,188.7,315.75,8.17,67.05,339.75,44.9
9/8/04,614.5,227.0,23.0,199.5,316.0,8.08,67.35,335.75,44.9
10/8/04,630.5,224.5,22.75,197.3,312.0,7.93,67.05,331.0,45.05
11/8/04,637.0,220.75,23.15,188.3,304.75,7.9,67.1,323.25,44.88
12/8/04,687.5,218.0,24.0,195.0,299.5,7.98,65.55,317.0,43.02
13/8/04,652.0,217.75,23.57,198.5,299.5,7.87,65.6,316.25,43.55
16/8/04,575.5,222.25,22.9,189.5,302.75,7.62,68.9,318.0,43.6
17/8/04,591.75,228.5,23.26,198.0,308.75,7.54,69.2,324.0,46.6
18/8/04,600.25,225.5,23.2,200.5,301.75,7.72,66.6,318.0,47.35
19/8/04,598.25,229.25,23.16,200.7,309.5,7.69,67.1,323.75,47.83
20/8/04,594.75,231.25,23.55,200.0,312.0,7.73,66.55,326.5,50.8
23/8/04,623.0,234.25,24.52,204.7,321.0,7.77,69.85,336.5,50.6
24/8/04,620.0,232.25,24.92,199.3,311.5,7.64,69.45,329.25,50.95
25/8/04,623.25,228.0,25.19,194.0,306.0,7.67,69.8,325.5,50.24
26/8/04,616.75,225.25,24.92,185.8,305.75,7.6,70.65,326.75,48.4
27/8/04,600.5,220.25,24.4,179.4,301.5,7.66,70.0,324.5,47.9
30/8/04,622.5,224.5,25.41,182.7,303.25,7.73,68.65,324.0,50.9
31/8/04,627.25,227.75,26.1,180.8,309.75,7.99,69.3,329.75,53.8
1/9/04,636.5,233.5,26.7,181.1,317.5,8.17,70.45,337.0,53.4
2/9/04,627.75,227.75,26.57,177.7,311.25,8.2,70.55,329.0,54.0
3/9/04,614.75,223.5,26.23,174.3,308.0,8.13,68.3,327.5,51.0
6/9/04,614.75,223.5,26.23,174.3,308.0,8.13,68.3,327.5,51.0
7/9/04,588.0,219.25,24.95,173.4,305.75,7.89,67.15,324.0,52.2
8/9/04,581.5,217.0,24.73,171.9,309.25,7.92,67.55,326.75,53.0
9/9/04,581.25,217.5,24.75,172.2,311.5,7.75,70.2,332.5,52.55
10/9/04,563.0,210.75,24.6,170.3,323.0,7.81,70.4,340.0,51.25
13/9/04,561.0,210.25,24.29,172.2,328.5,7.66,73.55,354.0,53.05
14/9/04,560.0,206.5,23.2,166.0,327.25,7.71,74.0,348.5,51.45
15/9/04,566.5,218.5,23.13,165.2,337.25,7.75,73.3,361.5,51.75
16/9/04,557.25,216.25,22.47,163.8,338.25,7.66,74.7,363.25,48.97
17/9/04,553.0,215.25,22.08,163.4,333.25,7.59,75.35,359.75,50.21
20/9/04,543.75,212.75,21.77,161.8,328.75,7.38,77.2,357.5,49.35
21/9/04,542.25,212.75,21.87,159.9,334.75,7.59,81.65,363.25,50.2
22/9/04,538.25,210.25,21.78,159.4,325.75,7.76,83.55,355.0,51.4
23/9/04,537.75,207.75,21.56,159.4,325.25,7.88,81.05,354.75,51.01
24/9/04,523.5,205.25,20.78,156.9,321.75,7.79,83.0,351.75,49.4
27/9/04,531.0,207.75,21.11,158.5,320.5,8.25,86.0,350.0,50.3
28/9/04,531.5,208.5,20.85,158.2,315.75,8.28,81.1,345.25,47.95
29/9/04,533.5,207.25,20.81,158.5,319.75,8.39,82.4,347.5,48.2
30/9/04,527.0,205.5,20.52,156.2,306.75,8.5,82.35,336.75,48.1
1/10/04,534.5,206.0,20.77,157.7,303.75,8.9,80.15,334.5,48.0
4/10/04,525.25,202.75,20.69,155.9,302.5,8.93,76.2,332.25,49.25
5/10/04,524.0,204.5,21.05,152.6,306.25,9.05,78.15,335.75,48.87
6/10/04,526.25,207.25,21.0,153.5,302.0,8.95,77.65,331.0,50.35
7/10/04,525.75,206.0,20.64,155.1,302.75,8.9,78.15,332.5,46.87
8/10/04,528.5,204.5,20.51,157.1,303.25,9.02,77.2,332.75,47.35
11/10/04,539.0,204.75,20.95,160.8,303.0,9.27,75.85,334.0,46.52
12/10/04,513.0,202.5,19.8,153.3,311.0,9.32,74.5,339.75,44.79
13/10/04,509.5,205.25,19.9,151.2,312.0,9.12,73.8,340.5,45.95
14/10/04,515.5,204.25,20.2,152.5,314.0,9.25,73.25,343.75,46.52
15/10/04,514.0,206.75,20.32,152.7,319.25,9.15,74.65,348.5,45.82
18/10/04,514.75,204.0,20.09,154.1,314.75,8.95,73.85,344.0,46.42
19/10/04,527.75,207.0,20.67,156.8,319.25,8.93,72.95,346.25,47.54
20/10/04,532.5,206.0,20.63,158.4,313.5,9.04,74.65,340.75,47.99
21/10/04,528.0,204.25,20.4,158.5,311.75,9.03,75.55,336.75,45.81
22/10/04,530.0,201.75,20.85,156.4,308.5,8.93,75.1,336.0,45.67
25/10/04,541.0,205.25,21.86,158.4,316.0,8.73,75.6,341.5,46.54
26/10/04,539.0,206.75,21.79,156.6,315.5,8.85,75.8,341.75,46.62
27/10/04,530.0,206.25,21.21,155.3,319.25,8.76,77.9,344.75,46.83
28/10/04,529.5,206.25,21.49,155.4,322.25,8.56,77.7,349.75,45.31
29/10/04,527.5,202.5,21.5,153.9,316.5,8.6,74.4,347.0,44.98
1/11/04,518.0,200.0,21.18,150.1,306.25,8.46,74.2,339.0,43.98
2/11/04,528.0,199.75,20.99,151.1,302.25,8.5,75.7,340.75,45.15
3/11/04,524.25,199.0,20.53,150.6,300.25,8.35,77.15,340.0,44.58
4/11/04,509.5,197.5,19.88,148.8,303.0,8.43,77.9,345.25,43.37
5/11/04,505.0,199.5,20.27,147.0,306.5,8.48,78.3,350.25,43.36
8/11/04,502.0,198.0,20.12,148.7,308.75,8.6,79.85,359.5,43.83
9/11/04,510.5,198.0,20.45,149.9,304.5,8.51,80.0,355.5,44.04
10/11/04,523.0,198.25,20.79,153.9,303.5,8.6,81.35,351.25,43.65
11/11/04,520.5,197.25,20.49,149.9,302.75,8.65,81.45,349.75,43.88
12/11/04,523.5,200.0,20.94,149.7,302.75,8.52,80.5,348.75,44.34
15/11/04,535.75,202.5,21.51,153.7,306.25,8.69,91.65,350.25,44.91
16/11/04,540.5,203.0,21.25,156.4,310.75,8.87,86.05,352.5,46.59
17/11/04,553.0,205.75,21.61,157.8,318.5,8.69,88.05,357.75,47.14
18/11/04,555.0,204.0,21.44,160.1,316.25,8.78,88.9,357.25,48.5
19/11/04,550.5,199.25,21.49,158.2,309.75,8.75,87.25,353.5,47.83
22/11/04,554.5,197.5,21.71,159.3,302.0,8.88,89.35,350.5,48.78
23/11/04,561.25,198.0,21.67,162.6,300.5,8.86,89.25,346.5,49.0
24/11/04,554.0,197.75,21.11,161.1,299.25,8.97,88.9,344.75,48.4
25/11/04,554.0,197.75,21.11,161.1,299.25,8.97,88.9,344.75,48.4
26/11/04,548.5,197.0,20.74,161.2,291.25,8.97,88.9,339.75,48.4
29/11/04,539.5,193.25,20.27,156.9,287.0,8.89,94.65,336.5,48.5
30/11/04,534.75,192.5,20.62,154.2,289.75,8.84,94.45,341.0,48.65
1/12/04,528.0,191.5,20.4,153.6,286.0,8.9,95.7,337.5,47.88
2/12/04,520.75,192.5,20.16,152.0,283.5,8.82,94.9,337.75,47.4
3/12/04,525.75,196.25,20.41,154.3,291.0,8.8,94.9,342.5,45.25
6/12/04,529.75,197.75,20.18,158.4,293.0,8.86,94.5,350.0,45.8
7/12/04,522.0,193.75,19.92,156.0,287.0,8.7,94.6,344.5,45.97
8/12/04,529.25,195.5,19.83,158.3,287.25,8.74,95.25,351.5,44.0
9/12/04,526.5,194.75,19.67,156.8,290.0,8.66,95.3,360.5,42.86
10/12/04,533.0,193.5,19.9,160.5,284.0,8.69,94.8,352.0,42.31
13/12/04,546.75,197.25,20.08,166.0,286.75,8.71,91.4,354.0,43.22
14/12/04,550.25,195.0,20.18,164.8,285.0,8.59,91.7,349.5,42.63
15/12/04,546.0,205.0,20.26,161.3,302.5,8.55,97.8,338.75,42.76
16/12/04,544.5,203.5,20.47,160.3,297.5,8.48,98.0,335.0,43.46
17/12/04,548.75,204.5,20.61,158.8,304.25,8.64,102.3,340.5,44.13
20/12/04,550.0,206.5,20.87,160.1,306.0,8.88,105.1,340.0,43.99
21/12/04,549.0,205.75,20.86,159.2,305.5,8.85,105.05,337.25,43.62
22/12/04,546.25,205.5,20.9,159.0,307.0,8.86,101.25,338.5,42.72
23/12/04,550.5,207.0,21.02,161.4,309.5,8.86,105.1,342.5,42.9
24/12/04,550.5,207.0,21.02,161.4,309.5,8.86,105.1,342.5,42.9
27/12/04,557.25,207.5,21.37,161.9,305.0,8.99,104.7,337.0,42.92
28/12/04,551.25,207.0,21.17,159.0,305.0,9.02,105.2,337.0,44.2
29/12/04,546.75,203.25,20.96,160.2,303.5,9.06,107.95,334.5,44.01
30/12/04,547.75,204.75,20.61,162.6,307.5,9.04,103.75,338.0,44.77
31/12/04,547.75,204.75,20.61,162.6,307.5,9.04,103.75,338.0,44.77
3/1/05,537.25,201.75,19.94,160.2,302.25,9.17,103.1,330.5,44.12
4/1/05,529.75,201.0,19.86,155.3,296.0,9.03,101.45,328.5,44.49
5/1/05,534.0,201.5,19.94,155.3,299.75,8.98,98.5,333.5,45.62
6/1/05,541.75,208.75,20.08,156.9,308.25,8.99,96.8,342.5,45.81
7/1/05,551.75,206.75,20.27,162.9,309.75,8.71,96.25,344.75,46.56
10/1/05,560.0,206.75,20.12,166.9,307.75,8.52,95.6,339.25,47.24
11/1/05,557.5,206.75,19.82,167.0,306.5,8.55,95.65,337.75,46.2
12/1/05,554.0,200.5,19.61,165.5,307.25,8.62,98.85,340.25,46.59
13/1/05,557.5,200.0,19.96,167.7,307.5,8.72,101.1,343.25,46.28
14/1/05,542.0,197.25,19.67,162.8,297.5,8.83,100.1,334.75,46.17
17/1/05,542.0,197.25,19.67,162.8,297.5,8.83,100.1,334.75,46.17
18/1/05,513.5,196.0,19.44,153.7,296.5,8.84,104.4,334.75,46.71
19/1/05,517.75,196.75,19.61,155.5,299.0,8.87,104.1,339.0,47.96
20/1/05,523.25,197.75,19.56,158.9,294.75,8.96,102.0,334.75,47.58
21/1/05,516.75,197.0,19.58,155.8,295.75,8.88,103.25,333.25,46.97
24/1/05,520.0,197.75,19.74,155.9,295.25,8.9,104.65,331.0,46.44
25/1/05,526.0,199.0,19.71,157.9,297.0,8.98,105.75,329.75,46.78
26/1/05,523.0,198.75,19.52,157.4,295.25,9.3,105.1,329.0,46.78
27/1/05,515.75,195.75,19.43,154.9,289.5,9.22,103.2,323.0,43.86
28/1/05,514.0,195.75,19.24,154.1,290.0,9.15,105.3,324.5,43.35
31/1/05,514.75,197.0,19.36,153.8,291.0,9.22,105.35,325.75,43.76
1/2/05,507.0,197.0,19.04,152.7,292.25,8.95,105.8,326.25,43.88
2/2/05,505.25,195.25,18.94,152.2,288.25,8.81,104.9,323.5,44.27
3/2/05,502.0,195.0,18.86,150.7,289.75,8.94,105.3,324.25,43.12
4/2/05,499.5,195.0,19.04,148.8,287.75,9.08,110.5,322.25,43.2
7/2/05,501.25,196.25,19.0,149.7,292.5,8.93,112.75,326.25,43.24
8/2/05,503.5,194.75,19.17,150.5,291.75,9.01,111.7,328.0,42.7
9/2/05,510.75,195.0,19.15,153.3,290.0,9.04,112.45,328.0,43.07
10/2/05,516.0,198.25,19.19,155.2,296.25,9.15,113.85,332.5,44.74
11/2/05,525.75,198.25,20.01,157.1,294.5,9.13,113.45,329.5,44.95
14/2/05,535.75,200.5,19.97,161.2,301.75,9.03,112.4,335.5,45.56
15/2/05,535.25,200.0,19.62,163.1,299.25,9.1,117.8,330.5,46.28
16/2/05,535.0,197.0,19.56,162.9,292.5,8.88,116.85,325.25,46.2
17/2/05,552.0,199.25,19.82,171.5,295.5,8.93,117.05,328.75,45.98
18/2/05,552.5,200.0,20.07,169.2,296.0,8.85,118.05,330.5,46.54
21/2/05,552.5,200.0,20.07,169.2,296.0,8.85,118.05,330.5,46.54
22/2/05,577.0,207.5,21.75,175.5,312.5,8.99,115.1,348.0,48.25
23/2/05,576.75,205.75,21.73,172.5,316.0,8.91,121.55,351.5,47.9
24/2/05,569.0,205.75,21.33,170.2,312.75,8.75,119.2,345.25,47.5
25/2/05,597.5,211.5,22.54,178.2,323.25,8.64,115.25,362.25,49.1
28/2/05,615.5,214.5,23.22,183.0,337.25,8.42,119.15,368.0,50.3
1/3/05,605.0,211.0,22.7,181.6,330.0,9.06,119.05,359.0,49.55
2/3/05,618.75,210.25,23.0,186.2,332.0,9.04,119.35,359.25,49.12
3/3/05,620.0,209.5,22.85,186.9,330.0,8.98,120.9,354.0,49.15
4/3/05,622.75,209.0,23.12,183.8,329.0,8.87,121.85,357.0,50.75
7/3/05,608.5,205.5,22.84,180.6,323.25,8.78,128.0,350.0,49.53
8/3/05,619.5,206.75,23.42,181.2,329.0,8.96,130.65,356.0,50.42
9/3/05,624.0,209.25,23.6,181.7,333.5,9.0,129.5,359.0,52.0
10/3/05,633.25,212.5,23.55,185.1,340.0,8.97,135.75,368.0,52.65
11/3/05,656.75,217.5,23.96,196.0,351.5,9.17,134.45,377.0,53.65
14/3/05,654.0,214.5,23.95,192.0,348.0,9.23,132.5,369.0,53.11
15/3/05,681.0,228.5,24.23,202.2,368.0,9.14,135.0,371.5,53.63
16/3/05,673.5,225.5,24.15,197.9,361.0,9.15,134.6,363.5,53.78
17/3/05,671.5,223.5,24.34,196.8,366.5,9.12,135.1,366.25,51.33
18/3/05,649.0,219.75,23.58,192.1,356.5,9.03,131.6,360.25,50.94
21/3/05,626.5,214.5,22.55,187.3,342.5,8.76,130.65,347.75,50.12
22/3/05,627.25,214.0,22.58,187.2,344.5,8.75,131.35,349.25,51.38
23/3/05,623.25,210.75,22.61,185.4,336.75,8.63,125.25,345.0,50.58
24/3/05,628.75,210.5,22.95,188.4,338.5,8.67,120.9,348.5,51.59
28/3/05,625.75,212.75,22.79,186.1,336.0,8.61,122.35,346.25,53.96
29/3/05,624.0,213.0,22.87,186.6,334.5,8.52,122.05,343.75,53.58
30/3/05,641.0,212.5,23.48,192.0,333.5,8.55,125.0,338.5,53.38
31/3/05,627.5,213.0,22.9,187.0,331.0,8.7,126.4,338.0,53.03
1/4/05,614.0,212.75,22.68,183.8,322.5,8.52,123.95,331.5,52.8
4/4/05,615.0,209.75,22.8,183.2,316.5,8.41,123.05,325.0,52.6
5/4/05,617.5,205.5,22.82,184.1,311.25,8.55,126.1,322.5,52.05
6/4/05,623.25,207.25,22.86,186.6,314.25,8.57,124.7,324.75,51.88
7/4/05,623.5,205.5,22.68,188.3,314.25,8.66,121.95,324.75,52.22
8/4/05,612.0,204.0,22.27,185.5,310.0,8.48,116.85,319.5,53.21
11/4/05,616.75,205.75,22.4,187.5,313.5,8.35,113.5,320.5,53.27
12/4/05,617.5,206.75,22.56,187.3,311.0,8.45,114.85,322.5,53.0
13/4/05,623.25,205.75,22.55,189.3,310.5,8.34,114.6,321.25,51.22
14/4/05,617.0,207.5,22.42,188.3,309.0,8.15,111.05,322.0,52.14
15/4/05,616.25,206.25,22.64,187.4,305.25,8.08,112.55,315.25,52.06
18/4/05,609.5,204.25,22.27,187.0,301.75,8.18,111.95,316.0,52.78
19/4/05,631.0,209.5,22.83,194.9,308.0,8.33,118.0,320.75,54.18
20/4/05,630.75,210.75,22.66,194.8,310.75,8.4,121.85,326.25,55.54
21/4/05,637.75,211.25,22.95,196.9,311.0,8.46,119.75,328.25,55.7
22/4/05,633.0,209.25,22.81,196.1,309.25,8.35,124.8,328.0,56.15
25/4/05,635.25,213.25,22.79,200.0,320.75,8.37,124.4,338.5,58.25
26/4/05,636.75,213.0,22.64,199.6,322.75,8.5,129.6,342.0,58.5
27/4/05,627.25,208.25,22.51,196.0,319.5,8.58,130.45,340.0,57.7
28/4/05,618.0,204.5,22.23,194.7,317.25,8.45,128.0,338.75,58.4
29/4/05,619.25,204.75,22.59,194.5,318.0,8.61,125.15,341.0,58.0
2/5/05,619.25,200.5,22.45,195.0,314.5,8.68,120.7,337.0,57.8
3/5/05,618.75,197.0,22.5,192.4,308.25,8.56,119.1,331.0,55.5
4/5/05,620.0,198.0,22.69,191.3,308.25,8.49,122.7,328.5,55.0
5/5/05,623.5,199.75,22.72,193.3,305.0,8.23,120.35,325.75,54.6
6/5/05,635.0,200.5,23.24,195.4,309.5,8.42,121.9,328.5,53.79
9/5/05,632.0,199.75,23.5,194.1,305.5,8.36,121.45,331.5,55.01
10/5/05,628.25,200.25,23.22,194.5,312.5,8.39,119.15,338.0,55.93
11/5/05,628.0,198.25,22.91,196.6,306.0,8.49,122.15,345.0,56.8
12/5/05,619.75,196.25,22.63,195.4,301.5,8.26,119.9,346.0,55.08
13/5/05,603.75,195.25,21.98,192.0,296.5,8.35,119.0,309.5,53.75
16/5/05,623.5,207.0,22.16,193.7,306.25,8.35,113.75,311.75,52.01
17/5/05,620.75,207.5,22.02,193.4,310.0,8.3,115.7,317.0,52.06
18/5/05,633.25,210.75,22.26,196.6,315.0,8.4,116.05,320.0,51.8
19/5/05,629.25,209.5,22.04,195.6,309.5,8.53,116.8,318.0,50.15
20/5/05,632.0,213.25,22.31,196.3,313.0,8.59,117.0,321.25,50.05
23/5/05,640.0,224.5,22.68,197.6,333.75,8.68,118.15,340.5,50.27
24/5/05,645.5,221.25,22.87,198.7,332.0,8.62,119.65,337.25,50.08
25/5/05,666.5,222.75,23.25,207.7,330.25,8.73,122.4,332.0,50.37
26/5/05,676.0,225.0,23.78,210.3,337.75,8.8,123.7,339.5,50.38
27/5/05,667.75,221.25,23.26,208.7,335.0,8.75,121.9,338.25,50.43
31/5/05,680.25,222.0,23.15,214.7,331.75,8.76,118.35,337.25,48.64
1/6/05,685.25,224.5,23.5,215.6,331.5,8.68,118.05,334.25,48.59
2/6/05,668.5,217.0,22.93,210.9,323.5,8.67,122.0,327.5,48.76
3/6/05,675.25,218.25,22.95,215.2,323.25,8.88,125.55,327.0,48.34
6/6/05,677.75,220.75,23.16,215.2,322.5,8.83,124.1,326.0,47.37
7/6/05,674.75,220.25,23.06,214.2,319.25,8.8,125.75,320.75,46.94
8/6/05,667.5,216.0,22.98,211.1,313.25,8.78,121.4,315.5,46.89
9/6/05,673.25,215.5,23.13,212.9,314.25,8.91,116.4,316.5,46.29
10/6/05,666.25,210.0,22.74,211.4,313.5,8.9,113.0,317.0,46.96
13/6/05,680.5,215.0,23.01,216.9,313.75,8.87,109.75,319.5,47.53
14/6/05,689.75,219.0,23.25,220.9,316.0,8.84,110.75,321.25,47.6
15/6/05,702.5,224.25,24.17,223.9,323.0,8.68,111.15,326.5,47.07
16/6/05,700.75,225.75,24.1,223.0,323.5,8.86,109.55,326.25,46.64
17/6/05,724.0,229.0,25.08,229.0,327.5,8.91,107.6,331.75,47.38
20/6/05,739.0,235.5,25.58,232.4,339.0,8.98,109.0,342.75,48.16
21/6/05,735.25,232.25,25.44,231.6,335.0,8.92,107.75,338.25,48.73
22/6/05,737.0,229.5,25.32,230.7,336.0,8.95,110.8,337.75,47.51
23/6/05,725.75,226.5,25.24,228.4,331.75,9.04,108.4,335.0,49.65
24/6/05,744.5,232.75,26.15,231.2,339.5,8.97,105.45,339.0,50.13
27/6/05,694.5,221.5,24.52,215.4,331.0,9.19,102.7,332.0,50.75
28/6/05,666.75,218.5,24.17,207.1,327.75,9.11,104.3,329.75,49.35
29/6/05,672.0,216.5,24.54,210.2,328.5,9.19,103.1,333.0,50.8
30/6/05,651.75,212.25,23.61,207.0,321.5,9.34,104.65,328.0,52.0
1/7/05,673.5,216.5,24.15,209.5,324.25,9.16,102.1,329.5,52.15
4/7/05,673.5,216.5,24.15,209.5,324.25,9.16,102.1,329.5,52.15
5/7/05,712.25,231.0,25.3,220.8,337.0,9.39,102.2,340.5,52.25
6/7/05,696.25,230.75,25.0,216.2,332.0,9.35,104.65,335.5,51.1
7/7/05,692.0,233.75,25.15,214.6,334.75,9.37,104.5,337.5,50.9
